ProductID,SKU,ProductName,Category,Supplier,Warehouse,Quantity,ReorderLevel,UnitCost,SellingPrice,LastRestockDate,Status
1084,SKU-0084,Monitor 84,Automotive,BuildPro,Warehouse-C,444,32,64.23,155.94,2025-10-05,Active
1085,SKU-0085,Car Battery 85,Furniture,Global Traders,Warehouse-B,124,72,39.57,86.96,2025-01-24,Active
1086,SKU-0086,Car Battery 86,Medical,BuildPro,Warehouse-B,476,87,395.76,705.95,2025-01-29,Active
1087,SKU-0087,Hammer 87,Furniture,FurniCo,Warehouse-C,948,100,131.56,248.45,2026-02-11,Active
1088,SKU-0088,Notebook 88,Food,Global Traders,Warehouse-E,573,10,452.98,1058.09,2025-07-29,Active
1089,SKU-0089,Hammer 89,Furniture,Global Traders,Warehouse-C,15,83,130.01,296.92,2025-06-21,Low Stock
1090,SKU-0090,Office Chair 90,Furniture,PaperPlus,Warehouse-B,614,30,224.59,534.12,2026-01-14,Active
1091,SKU-0091,Car Battery 91,Automotive,Global Traders,Warehouse-D,890,67,245.13,306.81,2025-10-04,Active
1092,SKU-0092,Car Battery 92,Food,AutoParts Ltd,Warehouse-B,880,83,251.39,396.55,2025-03-14,Active
1093,SKU-0093,USB Hub 93,Furniture,TechSource,Warehouse-B,939,76,340.68,493.99,2026-02-14,Active
1094,SKU-0094,Hammer 94,Electronics,TechSource,Warehouse-C,189,52,113.72,252.33,2025-12-04,Active
1095,SKU-0095,Coffee Beans 95,Tools,BuildPro,Warehouse-C,321,98,343.38,822.71,2025-10-26,Active
1096,SKU-0096,Medical Mask 96,Clothing,TechSource,Warehouse-A,63,71,271.36,393.24,2025-02-15,Low Stock
1097,SKU-0097,USB Hub 97,Tools,PaperPlus,Warehouse-D,8,20,180.86,304.82,2026-01-13,Low Stock
1098,SKU-0098,Mechanical Keyboard 98,Medical,FurniCo,Warehouse-E,595,14,218.85,442.56,2025-07-01,Active
1099,SKU-0099,Mechanical Keyboard 99,Tools,TechSource,Warehouse-A,170,10,452.53,884.09,2025-12-10,Active
1100,SKU-0100,Monitor 100,Medical,TechSource,Warehouse-D,107,19,459.43,779.96,2025-03-25,Active
1101,SKU-0101,Coffee Beans 101,Electronics,PaperPlus,Warehouse-C,448,35,467.51,1028.65,2025-08-14,Active
1102,SKU-0102,Wireless Mouse 102,Food,AutoParts Ltd,Warehouse-B,422,48,299.46,636.83,2025-08-14,Active
1103,SKU-0103,Hammer 103,Clothing,HealthSupply,Warehouse-E,438,65,419.41,925.14,2025-04-29,Active
1104,SKU-0104,Printer Paper 104,Food,FurniCo,Warehouse-E,486,62,337.03,653.71,2026-04-17,Active
1105,SKU-0105,Headphones 105,Food,Global Traders,Warehouse-D,826,95,355.45,515.09,2025-02-05,Active
1106,SKU-0106,Monitor 106,Furniture,SafeWear,Warehouse-B,906,37,417.88,678.48,2025-02-24,Active
1107,SKU-0107,Office Chair 107,Tools,BuildPro,Warehouse-D,226,96,15.0,19.4,2025-04-16,Active
1108,SKU-0108,Jacket 108,Food,BuildPro,Warehouse-D,346,45,181.98,369.77,2025-10-20,Active
1109,SKU-0109,Coffee Beans 109,Furniture,HealthSupply,Warehouse-E,142,20,90.53,221.54,2025-01-26,Active
1110,SKU-0110,Speaker 110,Tools,BuildPro,Warehouse-A,197,11,455.49,1063.1,2025-08-22,Active
1111,SKU-0111,Hammer 111,Medical,PaperPlus,Warehouse-C,817,64,129.83,187.52,2025-09-03,Active
1112,SKU-0112,Coffee Beans 112,Clothing,FurniCo,Warehouse-D,797,97,159.96,328.77,2025-07-16,Active
1113,SKU-0113,Car Battery 113,Stationery,PaperPlus,Warehouse-A,230,63,189.03,272.48,2026-03-15,Active
1114,SKU-0114,Desk Lamp 114,Medical,Global Traders,Warehouse-B,343,74,133.29,182.82,2025-11-12,Active
1115,SKU-0115,Mechanical Keyboard 115,Clothing,TechSource,Warehouse-D,715,18,93.65,171.54,2025-08-17,Active
1116,SKU-0116,Jacket 116,Food,BuildPro,Warehouse-B,511,10,294.39,663.88,2026-02-19,Active
1117,SKU-0117,Car Battery 117,Clothing,HealthSupply,Warehouse-D,797,69,107.96,239.84,2025-01-11,Active
1118,SKU-0118,Monitor 118,Furniture,AutoParts Ltd,Warehouse-D,923,68,250.24,439.15,2025-12-02,Active
1119,SKU-0119,Hammer 119,Electronics,PaperPlus,Warehouse-E,511,20,253.82,434.08,2025-04-21,Active
1120,SKU-0120,First Aid Kit 120,Automotive,SafeWear,Warehouse-A,359,55,253.25,348.33,2025-09-08,Active
1121,SKU-0121,Car Battery 121,Automotive,SafeWear,Warehouse-E,103,40,337.73,435.5,2025-12-24,Active
1122,SKU-0122,Office Chair 122,Clothing,HealthSupply,Warehouse-D,544,90,474.86,1001.3,2026-05-02,Active
1123,SKU-0123,USB Hub 123,Medical,SafeWear,Warehouse-D,12,42,316.77,391.61,2025-11-27,Low Stock
1124,SKU-0124,Safety Gloves 124,Furniture,Global Traders,Warehouse-A,287,42,102.61,182.01,2025-09-10,Active
1125,SKU-0125,Monitor 125,Electronics,SafeWear,Warehouse-B,280,81,148.23,352.59,2026-03-04,Active
1126,SKU-0126,Desk Lamp 126,Stationery,TechSource,Warehouse-C,602,11,82.83,133.49,2025-02-17,Active
1127,SKU-0127,USB Hub 127,Food,FurniCo,Warehouse-A,685,59,53.19,76.52,2025-02-10,Active
1128,SKU-0128,Office Chair 128,Electronics,HealthSupply,Warehouse-D,910,32,305.44,661.4,2025-11-01,Active
1129,SKU-0129,Notebook 129,Food,HealthSupply,Warehouse-A,608,84,333.54,651.95,2026-01-27,Active
1130,SKU-0130,Safety Gloves 130,Food,TechSource,Warehouse-A,444,48,74.37,100.38,2025-12-30,Active
1131,SKU-0131,Mechanical Keyboard 131,Clothing,AutoParts Ltd,Warehouse-E,301,19,397.87,671.35,2025-05-25,Active
1132,SKU-0132,Notebook 132,Medical,BuildPro,Warehouse-E,493,58,221.88,363.63,2026-03-16,Active
1133,SKU-0133,Hammer 133,Tools,PaperPlus,Warehouse-C,528,74,87.34,161.92,2025-01-16,Active
1134,SKU-0134,Mechanical Keyboard 134,Tools,PaperPlus,Warehouse-B,381,35,311.66,400.49,2025-05-14,Active
1135,SKU-0135,Coffee Beans 135,Clothing,SafeWear,Warehouse-C,785,75,427.73,792.01,2026-02-21,Active
1136,SKU-0136,First Aid Kit 136,Food,SafeWear,Warehouse-D,12,31,78.72,182.35,2026-03-23,Low Stock
1137,SKU-0137,Jacket 137,Tools,AutoParts Ltd,Warehouse-C,541,66,498.04,1039.33,2025-11-23,Active
1138,SKU-0138,Coffee Beans 138,Furniture,PaperPlus,Warehouse-A,505,39,133.18,324.61,2025-09-13,Active
1139,SKU-0139,Safety Gloves 139,Medical,BuildPro,Warehouse-D,673,49,65.2,101.82,2025-05-26,Active
1140,SKU-0140,Notebook 140,Clothing,Global Traders,Warehouse-A,775,86,257.35,533.74,2026-01-10,Active
1141,SKU-0141,USB Hub 141,Clothing,BuildPro,Warehouse-D,463,80,1.52,2.5,2025-08-31,Active
1142,SKU-0142,Tool Box 142,Furniture,AutoParts Ltd,Warehouse-C,46,37,496.19,1203.93,2025-01-26,Active
1143,SKU-0143,Car Battery 143,Clothing,FurniCo,Warehouse-C,234,86,4.2,6.93,2025-03-28,Active
1144,SKU-0144,Notebook 144,Electronics,AutoParts Ltd,Warehouse-E,462,53,131.68,256.67,2026-05-04,Active
1145,SKU-0145,Desk Lamp 145,Automotive,SafeWear,Warehouse-B,196,59,341.87,564.5,2025-01-30,Active
1146,SKU-0146,Hammer 146,Stationery,TechSource,Warehouse-A,281,62,77.12,164.35,2025-10-21,Active
1147,SKU-0147,Wireless Mouse 147,Automotive,BuildPro,Warehouse-B,191,27,232.06,288.06,2025-08-13,Active
1148,SKU-0148,First Aid Kit 148,Tools,BuildPro,Warehouse-C,917,33,245.14,606.11,2026-05-02,Active
1149,SKU-0149,Headphones 149,Food,TechSource,Warehouse-E,684,89,5.11,6.68,2025-01-02,Active
1150,SKU-0150,Tool Box 150,Electronics,PaperPlus,Warehouse-A,340,26,438.7,780.92,2026-03-07,Active
1151,SKU-0151,Coffee Beans 151,Automotive,Global Traders,Warehouse-A,433,94,491.61,1021.25,2025-04-25,Active
1152,SKU-0152,Coffee Beans 152,Furniture,Global Traders,Warehouse-B,719,55,40.07,71.45,2026-05-31,Active
1153,SKU-0153,Hammer 153,Tools,TechSource,Warehouse-E,891,95,307.62,608.47,2026-05-19,Active
1154,SKU-0154,Hammer 154,Medical,BuildPro,Warehouse-A,300,84,199.87,379.45,2026-03-16,Active
1155,SKU-0155,Tool Box 155,Clothing,PaperPlus,Warehouse-C,271,74,382.9,579.96,2026-05-23,Active
1156,SKU-0156,Monitor 156,Stationery,HealthSupply,Warehouse-C,967,52,259.83,585.02,2026-02-11,Active
1157,SKU-0157,Speaker 157,Medical,AutoParts Ltd,Warehouse-C,362,41,382.72,488.81,2026-05-20,Active
1158,SKU-0158,Safety Gloves 158,Stationery,Global Traders,Warehouse-C,363,26,491.08,1009.26,2025-10-12,Active
1159,SKU-0159,Tool Box 159,Clothing,Global Traders,Warehouse-B,367,49,253.97,519.25,2025-12-17,Active
1160,SKU-0160,Speaker 160,Stationery,TechSource,Warehouse-A,390,96,94.06,208.34,2025-11-20,Active
1161,SKU-0161,Hammer 161,Stationery,PaperPlus,Warehouse-D,505,21,415.5,649.52,2026-03-19,Active
1162,SKU-0162,USB Hub 162,Electronics,FurniCo,Warehouse-D,483,14,441.25,786.96,2025-11-09,Active
1163,SKU-0163,Safety Gloves 163,Food,HealthSupply,Warehouse-D,890,45,466.19,1072.16,2025-09-20,Active
1164,SKU-0164,Desk Lamp 164,Stationery,FurniCo,Warehouse-A,720,95,495.27,865.19,2025-12-18,Active
1165,SKU-0165,Wireless Mouse 165,Medical,TechSource,Warehouse-C,805,54,189.69,372.61,2025-12-25,Active
1166,SKU-0166,Notebook 166,Furniture,PaperPlus,Warehouse-B,334,77,105.2,130.93,2025-03-19,Active
1167,SKU-0167,Wireless Mouse 167,Furniture,PaperPlus,Warehouse-B,26,88,422.18,692.67,2025-06-02,Low Stock
1168,SKU-0168,Tool Box 168,Electronics,HealthSupply,Warehouse-D,498,41,174.35,241.96,2025-05-04,Active
1169,SKU-0169,Desk Lamp 169,Electronics,HealthSupply,Warehouse-A,374,75,406.87,894.83,2025-04-23,Active
1170,SKU-0170,First Aid Kit 170,Furniture,Global Traders,Warehouse-A,379,26,302.47,407.14,2025-05-13,Active
1171,SKU-0171,Tool Box 171,Food,PaperPlus,Warehouse-B,833,56,81.84,181.96,2025-08-12,Active
1172,SKU-0172,Jacket 172,Furniture,TechSource,Warehouse-B,749,29,406.85,511.66,2025-11-15,Active
1173,SKU-0173,Hammer 173,Tools,PaperPlus,Warehouse-E,501,79,200.89,434.97,2026-05-26,Active
1174,SKU-0174,Car Battery 174,Furniture,HealthSupply,Warehouse-E,221,17,420.53,688.73,2026-02-08,Active
1175,SKU-0175,Office Chair 175,Stationery,Global Traders,Warehouse-B,873,49,414.49,618.39,2026-01-22,Active
1176,SKU-0176,USB Hub 176,Medical,HealthSupply,Warehouse-D,8,80,72.57,141.27,2025-06-05,Low Stock
1177,SKU-0177,Mechanical Keyboard 177,Clothing,AutoParts Ltd,Warehouse-D,763,76,379.6,810.42,2025-03-17,Active
1178,SKU-0178,Jacket 178,Stationery,Global Traders,Warehouse-A,58,29,361.06,727.37,2025-09-21,Active
1179,SKU-0179,Hammer 179,Clothing,Global Traders,Warehouse-A,591,16,166.37,256.69,2025-02-18,Active
1180,SKU-0180,Coffee Beans 180,Electronics,AutoParts Ltd,Warehouse-A,633,48,287.43,648.4,2025-07-20,Active
1181,SKU-0181,Tool Box 181,Food,HealthSupply,Warehouse-E,651,48,113.78,138.0,2026-03-21,Active
1182,SKU-0182,Coffee Beans 182,Stationery,PaperPlus,Warehouse-A,524,62,90.71,115.76,2025-11-11,Active
1183,SKU-0183,Monitor 183,Stationery,BuildPro,Warehouse-E,931,11,30.01,37.05,2025-07-17,Active
1184,SKU-0184,Notebook 184,Stationery,FurniCo,Warehouse-A,570,43,259.49,500.87,2025-05-15,Active
1185,SKU-0185,Mechanical Keyboard 185,Furniture,PaperPlus,Warehouse-C,395,59,216.97,466.12,2025-11-28,Active
1186,SKU-0186,Wireless Mouse 186,Furniture,TechSource,Warehouse-B,646,96,200.11,402.12,2026-04-10,Active
1187,SKU-0187,Monitor 187,Automotive,PaperPlus,Warehouse-A,203,13,194.41,379.31,2025-09-15,Active
1188,SKU-0188,Coffee Beans 188,Tools,SafeWear,Warehouse-A,721,75,80.38,140.92,2026-04-30,Active
1189,SKU-0189,Safety Gloves 189,Clothing,BuildPro,Warehouse-B,385,53,277.98,341.44,2025-07-12,Active
1190,SKU-0190,Speaker 190,Food,BuildPro,Warehouse-D,917,35,127.9,229.33,2026-02-22,Active
1191,SKU-0191,First Aid Kit 191,Electronics,AutoParts Ltd,Warehouse-A,448,96,205.39,463.56,2025-11-28,Active
1192,SKU-0192,Printer Paper 192,Stationery,Global Traders,Warehouse-A,580,43,118.19,156.42,2026-02-13,Active
1193,SKU-0193,Hammer 193,Food,AutoParts Ltd,Warehouse-D,724,55,51.88,98.22,2025-12-30,Active
1194,SKU-0194,Tool Box 194,Electronics,PaperPlus,Warehouse-D,396,94,201.24,377.39,2025-12-07,Active
1195,SKU-0195,Notebook 195,Medical,BuildPro,Warehouse-A,930,63,460.09,823.38,2025-12-21,Active
1196,SKU-0196,Wireless Mouse 196,Automotive,BuildPro,Warehouse-D,777,100,442.37,641.67,2025-02-16,Active
1197,SKU-0197,Car Battery 197,Medical,HealthSupply,Warehouse-B,592,67,347.25,540.15,2025-05-29,Active
1198,SKU-0198,Safety Gloves 198,Furniture,SafeWear,Warehouse-C,66,15,400.98,830.69,2025-01-18,Active
1199,SKU-0199,Coffee Beans 199,Furniture,SafeWear,Warehouse-A,482,24,30.59,57.0,2026-03-09,Active
1200,SKU-0200,First Aid Kit 200,Automotive,FurniCo,Warehouse-B,103,37,71.3,129.4,2026-05-13,Active
1201,SKU-0201,First Aid Kit 201,Clothing,TechSource,Warehouse-C,895,68,388.68,759.26,2025-12-03,Active
1202,SKU-0202,Desk Lamp 202,Clothing,BuildPro,Warehouse-A,915,12,421.88,526.66,2025-08-02,Active
1203,SKU-0203,Car Battery 203,Electronics,SafeWear,Warehouse-E,926,30,247.2,542.78,2025-08-04,Active
1204,SKU-0204,Desk Lamp 204,Automotive,SafeWear,Warehouse-E,127,47,345.19,562.49,2025-07-15,Active
1205,SKU-0205,Notebook 205,Stationery,Global Traders,Warehouse-E,215,66,42.86,60.98,2025-12-20,Active
1206,SKU-0206,Coffee Beans 206,Furniture,SafeWear,Warehouse-E,958,79,112.48,174.43,2026-01-03,Active
1207,SKU-0207,Office Chair 207,Clothing,HealthSupply,Warehouse-A,290,40,50.85,61.71,2025-11-16,Active
1208,SKU-0208,First Aid Kit 208,Clothing,PaperPlus,Warehouse-A,715,86,431.94,917.72,2025-11-01,Active
1209,SKU-0209,Car Battery 209,Tools,BuildPro,Warehouse-A,263,96,253.8,625.74,2025-11-26,Active
1210,SKU-0210,Hammer 210,Stationery,Global Traders,Warehouse-C,126,11,242.14,433.75,2025-11-11,Active
1211,SKU-0211,USB Hub 211,Medical,TechSource,Warehouse-D,433,16,84.67,167.88,2025-08-06,Active
1212,SKU-0212,Printer Paper 212,Medical,FurniCo,Warehouse-C,537,30,341.85,470.96,2025-03-13,Active
1213,SKU-0213,Hammer 213,Automotive,TechSource,Warehouse-B,567,77,310.57,706.34,2025-03-24,Active
1214,SKU-0214,USB Hub 214,Medical,PaperPlus,Warehouse-D,948,20,364.87,501.67,2026-05-06,Active
1215,SKU-0215,Coffee Beans 215,Clothing,FurniCo,Warehouse-A,970,97,460.87,1118.49,2025-06-22,Active
1216,SKU-0216,Monitor 216,Electronics,AutoParts Ltd,Warehouse-D,45,19,121.55,210.36,2025-12-03,Active
1217,SKU-0217,Tool Box 217,Electronics,SafeWear,Warehouse-D,513,30,86.73,143.12,2026-01-21,Active
1218,SKU-0218,Headphones 218,Automotive,FurniCo,Warehouse-C,914,98,97.24,207.97,2025-12-22,Active
1219,SKU-0219,Printer Paper 219,Tools,FurniCo,Warehouse-A,432,65,268.64,361.75,2026-01-07,Active
1220,SKU-0220,Monitor 220,Stationery,SafeWear,Warehouse-A,887,89,117.87,188.79,2026-05-01,Active
1221,SKU-0221,Printer Paper 221,Stationery,BuildPro,Warehouse-D,351,96,46.02,58.64,2025-05-22,Active
1222,SKU-0222,Mechanical Keyboard 222,Stationery,PaperPlus,Warehouse-C,589,95,439.21,688.56,2026-02-01,Active
1223,SKU-0223,Speaker 223,Electronics,AutoParts Ltd,Warehouse-C,36,46,443.44,1037.69,2025-05-26,Low Stock
1224,SKU-0224,Headphones 224,Food,TechSource,Warehouse-C,902,27,440.85,702.5,2025-10-10,Active
1225,SKU-0225,Medical Mask 225,Automotive,HealthSupply,Warehouse-A,343,33,79.48,168.98,2025-02-06,Active
1226,SKU-0226,Monitor 226,Medical,PaperPlus,Warehouse-E,137,17,73.53,101.89,2025-12-09,Active
1227,SKU-0227,USB Hub 227,Food,FurniCo,Warehouse-A,886,57,179.84,216.13,2025-06-13,Active
1228,SKU-0228,Safety Gloves 228,Tools,FurniCo,Warehouse-B,855,31,419.64,628.09,2025-05-10,Active
1229,SKU-0229,Tool Box 229,Automotive,AutoParts Ltd,Warehouse-C,623,84,257.95,424.72,2025-03-04,Active
1230,SKU-0230,Safety Gloves 230,Medical,PaperPlus,Warehouse-D,128,52,252.89,385.68,2025-10-16,Active
1231,SKU-0231,Mechanical Keyboard 231,Medical,HealthSupply,Warehouse-B,737,25,127.61,272.72,2025-09-09,Active
