ProductID,SKU,ProductName,Category,Supplier,Warehouse,Quantity,ReorderLevel,UnitCost,SellingPrice,LastRestockDate,Status
1034,SKU-0034,Coffee Beans 34,Medical,BuildPro,Warehouse-B,796,78,265.36,353.58,2026-01-12,Active
1035,SKU-0035,Car Battery 35,Automotive,TechSource,Warehouse-C,329,75,266.33,530.55,2025-10-11,Active
1036,SKU-0036,Office Chair 36,Automotive,AutoParts Ltd,Warehouse-B,729,21,56.98,110.98,2025-10-08,Active
1037,SKU-0037,Wireless Mouse 37,Medical,Global Traders,Warehouse-D,688,31,407.44,785.31,2025-01-07,Active
1038,SKU-0038,USB Hub 38,Tools,BuildPro,Warehouse-E,360,39,156.08,203.53,2026-04-07,Active
1039,SKU-0039,Safety Gloves 39,Automotive,BuildPro,Warehouse-E,246,73,202.96,403.75,2026-05-22,Active
1040,SKU-0040,Jacket 40,Electronics,PaperPlus,Warehouse-C,651,41,459.78,1107.47,2025-03-12,Active
1041,SKU-0041,Medical Mask 41,Furniture,BuildPro,Warehouse-B,768,82,223.33,490.57,2025-08-20,Active
1042,SKU-0042,Desk Lamp 42,Clothing,AutoParts Ltd,Warehouse-D,754,11,452.5,1128.59,2026-03-30,Active
1043,SKU-0043,Tool Box 43,Food,TechSource,Warehouse-C,383,53,425.7,661.23,2025-09-03,Active
1044,SKU-0044,Coffee Beans 44,Tools,SafeWear,Warehouse-A,254,12,105.31,186.28,2025-12-22,Active
1045,SKU-0045,First Aid Kit 45,Medical,AutoParts Ltd,Warehouse-B,951,36,250.92,519.55,2025-10-19,Active
1046,SKU-0046,USB Hub 46,Stationery,TechSource,Warehouse-A,484,96,275.18,342.5,2025-10-06,Active
1047,SKU-0047,Coffee Beans 47,Tools,AutoParts Ltd,Warehouse-D,933,94,476.38,794.03,2025-12-09,Active
1048,SKU-0048,Speaker 48,Tools,PaperPlus,Warehouse-E,295,32,78.12,176.06,2026-01-19,Active
1049,SKU-0049,Coffee Beans 49,Clothing,BuildPro,Warehouse-D,403,52,62.99,101.22,2026-01-10,Active
1050,SKU-0050,Speaker 50,Stationery,TechSource,Warehouse-E,642,43,411.08,667.37,2026-02-11,Active
1051,SKU-0051,Car Battery 51,Clothing,AutoParts Ltd,Warehouse-B,435,16,496.47,1131.8,2025-07-25,Active
1052,SKU-0052,Mechanical Keyboard 52,Automotive,HealthSupply,Warehouse-D,35,95,164.58,252.93,2026-02-23,Low Stock
1053,SKU-0053,Headphones 53,Furniture,PaperPlus,Warehouse-C,956,78,261.94,556.12,2025-01-14,Active
1054,SKU-0054,Monitor 54,Automotive,FurniCo,Warehouse-C,840,12,218.01,483.58,2025-07-08,Active
1055,SKU-0055,Speaker 55,Food,Global Traders,Warehouse-B,81,27,493.1,1199.25,2025-07-02,Active
1056,SKU-0056,Printer Paper 56,Medical,Global Traders,Warehouse-D,291,35,231.54,374.4,2025-09-08,Active
1057,SKU-0057,Wireless Mouse 57,Medical,AutoParts Ltd,Warehouse-C,119,74,327.41,490.39,2026-01-11,Active
1058,SKU-0058,Desk Lamp 58,Furniture,FurniCo,Warehouse-D,116,34,87.73,179.31,2025-03-27,Active
1059,SKU-0059,Wireless Mouse 59,Clothing,BuildPro,Warehouse-D,941,59,231.29,460.44,2025-11-04,Active
1060,SKU-0060,Safety Gloves 60,Clothing,PaperPlus,Warehouse-D,856,50,404.54,926.03,2025-04-17,Active
1061,SKU-0061,USB Hub 61,Electronics,Global Traders,Warehouse-A,403,28,118.12,156.93,2025-10-20,Active
1062,SKU-0062,Speaker 62,Furniture,TechSource,Warehouse-A,952,23,409.03,874.52,2025-03-31,Active
1063,SKU-0063,Safety Gloves 63,Electronics,AutoParts Ltd,Warehouse-E,148,13,127.63,286.85,2025-07-16,Active
1064,SKU-0064,Medical Mask 64,Clothing,FurniCo,Warehouse-D,915,36,406.7,988.1,2025-12-04,Active
1065,SKU-0065,Speaker 65,Clothing,BuildPro,Warehouse-C,366,70,212.33,347.63,2026-01-02,Active
1066,SKU-0066,USB Hub 66,Stationery,Global Traders,Warehouse-A,127,96,260.2,321.17,2026-04-19,Active
1067,SKU-0067,Printer Paper 67,Food,PaperPlus,Warehouse-A,203,42,372.56,924.01,2025-03-06,Active
1068,SKU-0068,Car Battery 68,Food,HealthSupply,Warehouse-D,234,62,330.34,537.84,2025-12-08,Active
1069,SKU-0069,Jacket 69,Tools,AutoParts Ltd,Warehouse-C,463,40,419.97,903.95,2025-07-09,Active
1070,SKU-0070,Car Battery 70,Tools,FurniCo,Warehouse-C,48,68,284.53,447.5,2025-05-11,Low Stock
1071,SKU-0071,Car Battery 71,Clothing,SafeWear,Warehouse-A,685,22,143.37,325.76,2026-05-22,Active
1072,SKU-0072,Hammer 72,Clothing,PaperPlus,Warehouse-A,237,40,367.43,801.32,2025-12-06,Active
1073,SKU-0073,Headphones 73,Furniture,Global Traders,Warehouse-C,569,36,212.97,443.63,2026-02-18,Active
1074,SKU-0074,Hammer 74,Electronics,HealthSupply,Warehouse-B,646,17,258.29,344.57,2025-02-10,Active
1075,SKU-0075,Coffee Beans 75,Electronics,Global Traders,Warehouse-C,387,57,480.58,1038.94,2025-02-01,Active
1076,SKU-0076,Monitor 76,Food,BuildPro,Warehouse-B,257,94,286.06,523.78,2025-04-22,Active
1077,SKU-0077,Car Battery 77,Furniture,PaperPlus,Warehouse-C,614,62,496.22,1198.59,2025-10-22,Active
1078,SKU-0078,Medical Mask 78,Stationery,FurniCo,Warehouse-E,938,41,288.57,483.87,2025-09-19,Active
1079,SKU-0079,Office Chair 79,Food,TechSource,Warehouse-D,16,18,475.37,1033.56,2025-05-31,Low Stock
1080,SKU-0080,Monitor 80,Electronics,TechSource,Warehouse-B,701,10,374.91,450.13,2025-08-18,Active
1081,SKU-0081,Desk Lamp 81,Medical,BuildPro,Warehouse-C,591,58,187.81,404.75,2025-09-06,Active
1082,SKU-0082,Mechanical Keyboard 82,Tools,TechSource,Warehouse-D,224,98,438.92,913.42,2025-10-03,Active
1083,SKU-0083,First Aid Kit 83,Electronics,SafeWear,Warehouse-E,287,45,404.79,561.28,2025-11-06,Active
1084,SKU-0084,Car Battery 84,Food,AutoParts Ltd,Warehouse-C,294,54,129.06,240.97,2026-03-31,Active
1085,SKU-0085,Printer Paper 85,Medical,PaperPlus,Warehouse-A,757,81,469.63,1006.21,2026-01-22,Active
1086,SKU-0086,Printer Paper 86,Medical,BuildPro,Warehouse-D,243,84,222.28,445.1,2025-10-15,Active
1087,SKU-0087,Speaker 87,Medical,Global Traders,Warehouse-E,839,18,160.08,389.1,2025-09-05,Active
1088,SKU-0088,USB Hub 88,Electronics,FurniCo,Warehouse-C,923,17,364.03,722.51,2026-01-07,Active
1089,SKU-0089,Desk Lamp 89,Stationery,PaperPlus,Warehouse-D,680,51,227.03,472.91,2025-01-31,Active
1090,SKU-0090,Wireless Mouse 90,Furniture,FurniCo,Warehouse-E,482,91,343.12,640.55,2026-01-22,Active
1091,SKU-0091,Headphones 91,Tools,SafeWear,Warehouse-B,754,53,89.48,150.78,2026-02-20,Active
1092,SKU-0092,Car Battery 92,Clothing,AutoParts Ltd,Warehouse-B,364,55,86.04,185.25,2025-12-05,Active
1093,SKU-0093,Monitor 93,Electronics,PaperPlus,Warehouse-E,346,46,418.08,834.5,2025-01-28,Active
1094,SKU-0094,First Aid Kit 94,Automotive,Global Traders,Warehouse-E,50,54,492.53,793.57,2026-01-27,Low Stock
1095,SKU-0095,USB Hub 95,Tools,AutoParts Ltd,Warehouse-D,982,86,370.31,787.73,2025-04-04,Active
1096,SKU-0096,Desk Lamp 96,Stationery,HealthSupply,Warehouse-C,539,22,68.28,86.59,2025-11-03,Active
1097,SKU-0097,Desk Lamp 97,Stationery,BuildPro,Warehouse-B,423,51,458.83,1063.8,2025-03-26,Active
1098,SKU-0098,Mechanical Keyboard 98,Clothing,AutoParts Ltd,Warehouse-C,58,15,271.17,505.78,2025-12-12,Active
1099,SKU-0099,First Aid Kit 99,Stationery,AutoParts Ltd,Warehouse-A,812,71,336.49,530.53,2025-06-12,Active
1100,SKU-0100,Mechanical Keyboard 100,Clothing,Global Traders,Warehouse-A,723,20,138.98,167.73,2025-10-13,Active
1101,SKU-0101,Notebook 101,Automotive,BuildPro,Warehouse-E,305,39,205.22,423.16,2025-03-12,Active
1102,SKU-0102,Monitor 102,Automotive,TechSource,Warehouse-C,334,25,3.49,6.98,2025-03-10,Active
1103,SKU-0103,Jacket 103,Electronics,HealthSupply,Warehouse-E,918,74,232.78,574.76,2025-04-01,Active
1104,SKU-0104,Desk Lamp 104,Medical,AutoParts Ltd,Warehouse-A,652,81,256.09,448.22,2025-07-07,Active
1105,SKU-0105,USB Hub 105,Automotive,TechSource,Warehouse-C,480,53,146.86,251.39,2025-08-08,Active
1106,SKU-0106,USB Hub 106,Food,TechSource,Warehouse-B,14,90,315.44,526.02,2026-03-14,Low Stock
1107,SKU-0107,Wireless Mouse 107,Furniture,Global Traders,Warehouse-B,314,58,55.91,92.67,2025-04-01,Active
1108,SKU-0108,Coffee Beans 108,Clothing,FurniCo,Warehouse-E,862,91,262.08,411.53,2026-02-08,Active
1109,SKU-0109,Tool Box 109,Clothing,Global Traders,Warehouse-C,145,43,272.81,450.75,2026-03-03,Active
1110,SKU-0110,Medical Mask 110,Medical,BuildPro,Warehouse-C,150,39,199.55,304.2,2025-11-25,Active
1111,SKU-0111,Car Battery 111,Food,BuildPro,Warehouse-C,362,99,216.61,408.83,2026-05-26,Active
1112,SKU-0112,Wireless Mouse 112,Automotive,AutoParts Ltd,Warehouse-E,358,16,464.17,681.45,2026-01-28,Active
1113,SKU-0113,USB Hub 113,Tools,TechSource,Warehouse-E,676,37,205.67,425.43,2025-05-10,Active
1114,SKU-0114,USB Hub 114,Medical,AutoParts Ltd,Warehouse-D,727,81,328.15,611.65,2025-11-06,Active
1115,SKU-0115,Car Battery 115,Electronics,HealthSupply,Warehouse-C,999,18,311.71,683.09,2025-04-11,Active
1116,SKU-0116,Coffee Beans 116,Automotive,SafeWear,Warehouse-E,422,17,308.11,643.5,2025-05-08,Active
1117,SKU-0117,Mechanical Keyboard 117,Medical,AutoParts Ltd,Warehouse-A,772,31,439.18,876.39,2025-02-28,Active
1118,SKU-0118,Monitor 118,Automotive,PaperPlus,Warehouse-A,408,67,468.86,925.19,2025-10-31,Active
1119,SKU-0119,Desk Lamp 119,Automotive,AutoParts Ltd,Warehouse-B,429,17,248.11,433.44,2025-06-08,Active
1120,SKU-0120,Desk Lamp 120,Furniture,BuildPro,Warehouse-D,875,10,82.31,169.51,2025-08-25,Active
1121,SKU-0121,Car Battery 121,Stationery,BuildPro,Warehouse-C,893,86,268.37,650.45,2026-04-23,Active
1122,SKU-0122,Monitor 122,Medical,TechSource,Warehouse-E,874,12,334.9,423.47,2025-08-23,Active
1123,SKU-0123,First Aid Kit 123,Clothing,FurniCo,Warehouse-C,822,71,499.07,1191.12,2025-08-28,Active
1124,SKU-0124,Medical Mask 124,Stationery,BuildPro,Warehouse-A,613,81,101.18,247.56,2026-02-13,Active
1125,SKU-0125,USB Hub 125,Electronics,AutoParts Ltd,Warehouse-C,765,31,443.45,931.64,2026-03-18,Active
1126,SKU-0126,Car Battery 126,Food,Global Traders,Warehouse-C,5,39,64.38,107.94,2025-07-19,Low Stock
1127,SKU-0127,Coffee Beans 127,Furniture,PaperPlus,Warehouse-D,591,61,333.6,726.35,2026-02-25,Active
1128,SKU-0128,Medical Mask 128,Electronics,TechSource,Warehouse-B,206,70,236.19,321.27,2025-12-03,Active
1129,SKU-0129,Medical Mask 129,Food,SafeWear,Warehouse-B,778,64,384.69,696.76,2026-03-06,Active
1130,SKU-0130,Hammer 130,Automotive,AutoParts Ltd,Warehouse-A,963,93,283.42,673.55,2026-04-29,Active
1131,SKU-0131,Medical Mask 131,Food,BuildPro,Warehouse-D,6,46,9.65,23.99,2025-07-21,Low Stock
1132,SKU-0132,Jacket 132,Food,HealthSupply,Warehouse-E,812,26,115.96,206.48,2025-06-27,Active
1133,SKU-0133,Medical Mask 133,Stationery,HealthSupply,Warehouse-B,9,71,241.85,528.06,2025-01-03,Low Stock
1134,SKU-0134,Speaker 134,Medical,Global Traders,Warehouse-E,927,19,385.15,573.05,2026-02-03,Active
1135,SKU-0135,Safety Gloves 135,Electronics,AutoParts Ltd,Warehouse-A,985,55,122.67,242.84,2025-06-29,Active
1136,SKU-0136,Office Chair 136,Electronics,Global Traders,Warehouse-E,966,46,332.89,593.97,2026-01-02,Active
1137,SKU-0137,USB Hub 137,Medical,FurniCo,Warehouse-B,399,38,270.18,617.26,2025-02-09,Active
1138,SKU-0138,Coffee Beans 138,Automotive,FurniCo,Warehouse-A,410,73,123.33,307.43,2025-03-16,Active
1139,SKU-0139,Notebook 139,Furniture,TechSource,Warehouse-D,26,84,261.47,320.94,2025-11-30,Low Stock
1140,SKU-0140,First Aid Kit 140,Stationery,PaperPlus,Warehouse-E,895,80,456.59,888.0,2026-03-06,Active
1141,SKU-0141,Headphones 141,Furniture,SafeWear,Warehouse-B,828,100,166.9,285.29,2025-02-25,Active
1142,SKU-0142,Wireless Mouse 142,Food,PaperPlus,Warehouse-E,218,15,192.37,342.05,2025-07-06,Active
1143,SKU-0143,Mechanical Keyboard 143,Automotive,AutoParts Ltd,Warehouse-A,342,72,165.19,203.82,2026-05-19,Active
1144,SKU-0144,Medical Mask 144,Food,SafeWear,Warehouse-B,859,89,95.52,208.32,2026-02-16,Active
1145,SKU-0145,Printer Paper 145,Furniture,Global Traders,Warehouse-C,690,50,262.21,376.89,2025-08-22,Active
1146,SKU-0146,Hammer 146,Electronics,FurniCo,Warehouse-B,548,52,156.15,223.64,2025-05-13,Active
1147,SKU-0147,Office Chair 147,Furniture,TechSource,Warehouse-C,289,42,144.06,281.37,2025-01-28,Active
1148,SKU-0148,Wireless Mouse 148,Stationery,AutoParts Ltd,Warehouse-E,896,21,186.35,382.03,2025-12-21,Active
1149,SKU-0149,First Aid Kit 149,Furniture,HealthSupply,Warehouse-B,563,84,443.63,1010.56,2025-05-02,Active
1150,SKU-0150,Printer Paper 150,Stationery,Global Traders,Warehouse-E,571,50,349.53,831.18,2025-03-29,Active
1151,SKU-0151,Speaker 151,Furniture,SafeWear,Warehouse-C,290,34,40.96,55.38,2026-05-15,Active
1152,SKU-0152,Mechanical Keyboard 152,Stationery,HealthSupply,Warehouse-C,894,78,270.34,398.66,2025-06-25,Active
1153,SKU-0153,Hammer 153,Stationery,FurniCo,Warehouse-B,527,39,128.28,231.54,2025-01-16,Active
1154,SKU-0154,Safety Gloves 154,Tools,SafeWear,Warehouse-B,460,28,371.04,576.99,2026-03-20,Active
1155,SKU-0155,Jacket 155,Tools,TechSource,Warehouse-D,163,71,415.27,738.66,2026-01-18,Active
1156,SKU-0156,Safety Gloves 156,Medical,SafeWear,Warehouse-E,628,82,36.38,89.83,2026-01-09,Active
1157,SKU-0157,Medical Mask 157,Stationery,TechSource,Warehouse-C,213,39,420.6,677.18,2026-05-19,Active
1158,SKU-0158,Hammer 158,Furniture,FurniCo,Warehouse-D,799,57,292.14,588.01,2026-03-09,Active
1159,SKU-0159,Office Chair 159,Stationery,Global Traders,Warehouse-B,861,61,312.39,380.9,2026-05-24,Active
1160,SKU-0160,Notebook 160,Stationery,PaperPlus,Warehouse-B,759,74,156.73,224.41,2025-06-14,Active
1161,SKU-0161,Printer Paper 161,Medical,FurniCo,Warehouse-D,528,74,56.96,115.9,2025-12-07,Active
1162,SKU-0162,Hammer 162,Tools,BuildPro,Warehouse-D,468,39,58.35,143.54,2025-09-28,Active
1163,SKU-0163,Notebook 163,Medical,BuildPro,Warehouse-D,205,50,392.59,685.05,2025-12-10,Active
1164,SKU-0164,Medical Mask 164,Furniture,HealthSupply,Warehouse-A,935,11,197.64,442.38,2025-04-19,Active
1165,SKU-0165,Medical Mask 165,Furniture,TechSource,Warehouse-E,666,24,221.39,321.62,2025-06-25,Active
1166,SKU-0166,Coffee Beans 166,Food,SafeWear,Warehouse-D,43,26,255.24,601.04,2025-07-24,Active
1167,SKU-0167,Speaker 167,Stationery,HealthSupply,Warehouse-D,903,34,208.64,304.8,2025-05-07,Active
1168,SKU-0168,Tool Box 168,Food,BuildPro,Warehouse-A,294,49,334.53,525.28,2025-08-10,Active
1169,SKU-0169,Safety Gloves 169,Automotive,PaperPlus,Warehouse-D,82,61,26.28,47.82,2025-06-17,Active
1170,SKU-0170,First Aid Kit 170,Electronics,TechSource,Warehouse-C,247,23,158.53,227.41,2025-04-24,Active
1171,SKU-0171,Jacket 171,Tools,BuildPro,Warehouse-A,807,79,91.15,148.96,2025-04-18,Active
1172,SKU-0172,Tool Box 172,Medical,TechSource,Warehouse-D,533,95,380.38,757.96,2026-01-24,Active
1173,SKU-0173,Headphones 173,Stationery,HealthSupply,Warehouse-B,533,62,345.1,495.77,2025-06-23,Active
1174,SKU-0174,Car Battery 174,Electronics,PaperPlus,Warehouse-A,33,87,44.82,100.6,2026-05-27,Low Stock
1175,SKU-0175,Hammer 175,Tools,HealthSupply,Warehouse-B,385,86,26.7,35.57,2025-04-10,Active
1176,SKU-0176,Safety Gloves 176,Medical,FurniCo,Warehouse-C,883,10,336.07,518.08,2025-06-29,Active
1177,SKU-0177,Speaker 177,Stationery,Global Traders,Warehouse-C,950,46,87.75,147.03,2025-04-14,Active
1178,SKU-0178,Car Battery 178,Clothing,BuildPro,Warehouse-C,353,30,458.53,1002.05,2025-05-31,Active
1179,SKU-0179,Printer Paper 179,Automotive,PaperPlus,Warehouse-D,673,46,309.26,375.75,2025-06-06,Active
1180,SKU-0180,Hammer 180,Food,HealthSupply,Warehouse-B,771,76,300.22,746.17,2025-09-02,Active
1181,SKU-0181,USB Hub 181,Food,Global Traders,Warehouse-A,535,47,114.74,264.92,2025-03-03,Active
1182,SKU-0182,Printer Paper 182,Clothing,Global Traders,Warehouse-D,583,17,264.83,383.09,2026-02-18,Active
1183,SKU-0183,USB Hub 183,Clothing,AutoParts Ltd,Warehouse-C,188,86,489.14,1076.25,2025-06-30,Active
1184,SKU-0184,Safety Gloves 184,Electronics,Global Traders,Warehouse-D,724,15,455.83,775.77,2025-11-26,Active
1185,SKU-0185,First Aid Kit 185,Electronics,TechSource,Warehouse-A,150,15,2.76,4.11,2026-05-12,Active
1186,SKU-0186,Printer Paper 186,Electronics,HealthSupply,Warehouse-E,473,99,213.11,441.14,2025-07-07,Active
1187,SKU-0187,Wireless Mouse 187,Stationery,AutoParts Ltd,Warehouse-B,606,49,425.77,660.23,2025-04-13,Active
1188,SKU-0188,Desk Lamp 188,Food,BuildPro,Warehouse-B,19,11,363.85,554.26,2026-02-23,Active
1189,SKU-0189,Wireless Mouse 189,Automotive,HealthSupply,Warehouse-C,360,84,400.13,918.68,2025-05-05,Active
1190,SKU-0190,Safety Gloves 190,Electronics,HealthSupply,Warehouse-C,253,60,97.48,165.07,2026-02-28,Active
1191,SKU-0191,Monitor 191,Automotive,FurniCo,Warehouse-E,389,95,91.33,212.98,2025-09-24,Active
1192,SKU-0192,Headphones 192,Stationery,BuildPro,Warehouse-D,517,79,377.28,843.57,2026-03-22,Active
1193,SKU-0193,Office Chair 193,Food,BuildPro,Warehouse-E,987,32,386.25,840.49,2025-12-11,Active
1194,SKU-0194,Speaker 194,Stationery,SafeWear,Warehouse-D,123,60,372.46,678.32,2026-02-10,Active
1195,SKU-0195,Car Battery 195,Furniture,FurniCo,Warehouse-D,918,68,220.54,463.59,2026-05-26,Active
1196,SKU-0196,Coffee Beans 196,Tools,TechSource,Warehouse-A,51,86,81.22,165.13,2025-11-17,Low Stock
1197,SKU-0197,Wireless Mouse 197,Tools,SafeWear,Warehouse-E,532,60,384.83,875.46,2025-03-06,Active
1198,SKU-0198,Hammer 198,Stationery,SafeWear,Warehouse-C,246,72,49.7,89.88,2025-06-28,Active
1199,SKU-0199,Car Battery 199,Furniture,Global Traders,Warehouse-C,739,81,149.8,218.26,2025-01-26,Active
1200,SKU-0200,Coffee Beans 200,Clothing,AutoParts Ltd,Warehouse-E,912,65,364.63,607.48,2026-05-31,Active
1201,SKU-0201,Headphones 201,Medical,PaperPlus,Warehouse-C,790,21,230.26,379.87,2025-12-08,Active
1202,SKU-0202,Car Battery 202,Medical,TechSource,Warehouse-C,756,61,303.97,652.46,2026-04-20,Active
1203,SKU-0203,Coffee Beans 203,Medical,SafeWear,Warehouse-E,836,19,19.86,28.96,2026-02-08,Active
1204,SKU-0204,Printer Paper 204,Food,PaperPlus,Warehouse-C,579,64,497.69,1042.12,2025-11-13,Active
1205,SKU-0205,Medical Mask 205,Automotive,Global Traders,Warehouse-E,117,69,478.99,849.28,2026-03-19,Active
1206,SKU-0206,Printer Paper 206,Food,BuildPro,Warehouse-B,18,14,495.76,651.88,2025-12-12,Active
1207,SKU-0207,USB Hub 207,Food,TechSource,Warehouse-B,502,82,483.85,1021.23,2026-05-22,Active
1208,SKU-0208,Office Chair 208,Food,PaperPlus,Warehouse-B,47,15,182.1,294.21,2025-01-21,Active
1209,SKU-0209,Coffee Beans 209,Clothing,HealthSupply,Warehouse-C,353,90,259.31,622.51,2025-03-09,Active
1210,SKU-0210,Coffee Beans 210,Electronics,BuildPro,Warehouse-A,255,10,478.77,798.74,2026-02-03,Active
1211,SKU-0211,Office Chair 211,Automotive,FurniCo,Warehouse-B,371,71,329.63,621.07,2025-02-07,Active
1212,SKU-0212,Headphones 212,Food,Global Traders,Warehouse-E,858,13,286.97,451.07,2025-09-06,Active
1213,SKU-0213,Mechanical Keyboard 213,Medical,BuildPro,Warehouse-C,306,28,17.27,39.65,2025-03-17,Active
1214,SKU-0214,Wireless Mouse 214,Furniture,PaperPlus,Warehouse-D,638,50,162.06,359.23,2025-02-05,Active
1215,SKU-0215,Speaker 215,Clothing,Global Traders,Warehouse-B,325,76,424.84,889.1,2026-01-05,Active
1216,SKU-0216,Mechanical Keyboard 216,Clothing,BuildPro,Warehouse-C,764,54,163.32,232.75,2026-02-18,Active
1217,SKU-0217,First Aid Kit 217,Food,BuildPro,Warehouse-C,881,93,192.61,339.52,2026-01-23,Active
1218,SKU-0218,Medical Mask 218,Furniture,PaperPlus,Warehouse-D,793,80,451.73,670.95,2026-04-18,Active
1219,SKU-0219,Tool Box 219,Furniture,Global Traders,Warehouse-E,356,13,114.71,143.89,2025-05-02,Active
1220,SKU-0220,Monitor 220,Tools,BuildPro,Warehouse-C,427,86,357.33,780.91,2025-10-05,Active
1221,SKU-0221,Hammer 221,Automotive,BuildPro,Warehouse-E,765,16,53.24,77.13,2026-01-25,Active
1222,SKU-0222,First Aid Kit 222,Clothing,SafeWear,Warehouse-E,443,27,174.68,254.55,2026-01-15,Active
1223,SKU-0223,Notebook 223,Electronics,SafeWear,Warehouse-A,516,58,162.16,302.54,2026-04-16,Active
1224,SKU-0224,Car Battery 224,Stationery,FurniCo,Warehouse-E,444,13,236.34,587.09,2025-07-18,Active
1225,SKU-0225,Wireless Mouse 225,Food,AutoParts Ltd,Warehouse-D,679,12,162.98,356.95,2025-09-07,Active
1226,SKU-0226,Medical Mask 226,Food,TechSource,Warehouse-B,547,30,202.48,256.83,2025-02-16,Active
1227,SKU-0227,Mechanical Keyboard 227,Automotive,BuildPro,Warehouse-D,368,16,217.6,506.12,2025-09-10,Active
1228,SKU-0228,Speaker 228,Automotive,TechSource,Warehouse-C,705,83,256.2,557.59,2025-10-14,Active
1229,SKU-0229,Safety Gloves 229,Clothing,FurniCo,Warehouse-A,588,63,207.39,514.85,2025-01-13,Active
1230,SKU-0230,Car Battery 230,Food,BuildPro,Warehouse-B,751,50,156.92,229.5,2025-03-11,Active
1231,SKU-0231,Speaker 231,Stationery,PaperPlus,Warehouse-D,651,43,342.05,581.53,2025-02-12,Active
